tract,medhhinc,medhhinc_se2
06099000912,81934,47045422.34458292
06099001001,50271,20334891.214973994
06099001002,55323,36556541.791003406
06099001100,40363,106246592.69592851
06099001200,56505,28767409.392004877
06099001300,50934,45408754.53848356
06099001400,28725,45285945.25179922
06099001500,49778,35158771.99951959
06099001601,36884,20417213.07083268
06099001603,33023,10593145.296144715
06099001604,23910,9491643.27750113
06099001700,28945,8243356.583919217
06099001800,2e4,15902883.380604392
06099001900,67739,121173922.63560018
06099002002,33393,16603767.149231806
06099002004,38417,17522748.681183655
06099002005,46843,62722548.38739479
06099002006,70750,107113062.51789989
06099002100,29681,29548642.011806984
06099002200,35918,9065773.228259161
06099002301,42253,9198038.081688086
06099002302,37560,56729741.9646899
06099002401,62563,28937205.31037223
06099002402,36250,29133744.514555488
06099002501,56432,23456209.384613957
06099002503,41050,29344119.511090994
06099002504,70208,67699383.78248538
06099002602,42040,6562317.790855589
06099002603,52400,35274212.17468427
06099002604,36103,68562426.80684766
06099002605,44926,32099629.53039976
06099002701,70282,91135749.30017278
06099002702,43238,9290452.231594313
06099002801,61371,31285151.098012764
06099002802,49470,26542853.447399788
06099002803,49830,22230221.819827974
06099002901,64464,48974471.41101801
06099002902,56080,72731346.16272947
06099003001,67238,15849595.255032752
06099003002,45928,24546151.64309273
06099003100,45185,29853435.943866003
06099003201,43125,29674345.580694932
06099003202,67188,71893904.89740486
06099003300,66016,80116102.4011234
06099003400,46042,50112628.30166019
06099003500,53432,19963784.517881393
06099003603,58137,9691204.25716688
06099003604,88667,119055293.65028039
06099003605,46050,25127822.544137623
06099003606,89915,82373555.3071387
06099003700,47342,29186267.31090806
06099003802,29326,8549847.10045177
06099003803,43750,33880184.03377648
06099003804,38849,38327013.23897599
06099003805,59738,23491552.738795836
06099003904,46341,14797935.717519239
06099003905,82880,37065520.45897581
06099003906,31115,6022623.220406316
06099003907,57857,34370242.69916206
06099003908,30833,8678307.110983822
06099003909,60547,97655245.60933472
06099004000,80625,45065307.600631915
06101050101,37248,27611990.280947145
06101050102,31938,4309725.519904658
06101050201,38295,25907790.57843147
06101050202,30938,9668508.236250587
06101050301,53295,43929900.4998106
06101050302,36710,10616901.174231576
06101050401,63059,37109945.76916325
06101050402,83973,83703033.04662743
06101050403,78102,49238587.596197374
06101050501,48411,6973452.203878382
06101050503,66365,17158228.76728781
06101050504,64749,50907574.39417596
06101050601,72614,103260190.13128114
06101050603,61310,36799527.35100377
06101050604,71741,12724725.01177927
06101050701,46127,41702544.8767103
06101050702,58423,19392110.568084184
06101050800,82328,178713825.9993902
06101050900,48165,7426867.453183175
06101051000,52788,51464269.9162055
06101051100,67903,15522162.951192245
06103000100,46782,13113644.182888186
06103000200,51781,12763787.843793018
06103000300,45878,33724673.275376245
06103000400,59058,43479793.79347937
06103000500,31780,5966066.093254867
06103000600,37199,10795918.367346939
06103000700,31603,3817332.06455964
06103000800,44663,15354963.830711097
06103000900,46094,77076658.19791022
06103001000,49703,13016962.149277998
06103001100,38544,23250570.11668406
06105000101,36993,19056276.6419379
06105000102,41875,8358953.076930185
06105000200,34766,53241196.58909286
06105000300,31339,34327489.21388383
06105000400,26422,17238902.079618633
06107000100,67923,35440488.9090086
06107000201,32077,14040851.80292126
06107000202,29191,2813012.0749069205
06107000301,52669,15752936.872349665
06107000302,31635,5841991.8515165225
06107000401,49274,24642623.774724923
06107000402,44438,51787490.5072939
06107000501,31600,8049034.654151385
06107000502,50926,77847098.97358671
06107000600,35559,8796903.57627886
06107000701,37167,34142531.573063806
06107000702,31995,52067848.59711199
06107000800,35114,5690182.463207102
06107000900,33833,17624684.17697545
06107001003,80314,32889702.05375043
06107001004,41263,5185656.451806617
06107001005,87813,75083015.12365922
06107001006,64184,65378775.51020408
06107001100,25018,6880655.204589757
06107001200,20455,13584489.795918368
06107001301,50619,30817684.241645955
06107001302,51056,18503072.21847544
06107001400,52262,61515175.9499635
06107001501,47684,22276104.618397836
06107001502,43625,36307034.857401535
06107001601,31554,14588220.36012232
06107001602,34277,10115879.934590405
06107001701,31925,11630380.354948679
06107001703,63819,7167419.369739748
06107001704,57155,84483476.6862834
06107001800,49813,8390619.081494072
06107001901,61774,26392735.100377858
06107001902,67181,63931933.001358084
06107002002,47107,51081216.5445626
06107002003,51867,17400816.326530613
06107002004,63250,21463083.674393248
06107002006,89545,39632573.97843701
06107002007,62306,16593860.367143689
06107002008,32312,14260379.70824364
06107002009,45417,19141289.89939117
06107002100,53510,16937352.75912085
06107002202,30037,30568462.966897942
06107002203,55504,24612455.908574387
06107002204,41458,12759444.572758937
06107002302,61540,3148736.9850611133
06107002303,63925,50846869.48568472
06107002304,30119,25347705.213366468
06107002400,81581,18102567.788545933
06107002500,53750,19536937.389713697
06107002601,28451,89276650.8069955
06107002602,34449,5218933.306233312
06107002700,45125,43039980.78362173
06107002800,22160,2245443.0391441323
06107002901,32336,15188670.097282916
06107002903,54286,18860408.16326531
06107002904,46231,10569416.025350839
06107003001,30085,8617526.07607099
06107003002,39680,14159551.371476613
06107003100,35e3,3478395.062868968
06107003200,32048,926040.5945990891
06107003300,35625,44252824.34567308
06107003400,38750,23420892.637725078
06107003501,63194,252549094.70533347
06107003502,71094,53498775.51020408
06107003601,42841,18304873.014846496
06107003602,41516,29753874.77942739
06107003700,46862,5514645.651832485
06107003801,34735,43183673.469387755
06107003802,21071,7476650.806995502
06107003901,34798,3845890.559030312
06107003902,39199,25127822.544137623
06107004000,.,.
06107004101,26279,13890914.163764192
06107004102,27841,45097960.66185641
06107004200,30642,11089507.303147605
06107004300,30456,1725749.3925591966
06107004400,25828,5695984.3312607985
06107004500,34904,34470104.30428396
06109001100,61667,15608503.61692889
06109001200,33189,13791402.887999926
06109002100,39284,9559185.890743803
06109002200,71939,49392271.320479296
06109003100,52354,12171403.072772795
06109003200,68167,9216e4
06109004100,48567,21031563.270849306
06109004200,48827,16982415.535702735
06109005100,53074,37265643.88725159
06109005201,60163,25470276.143051155
06109985202,.,.
06111000100,55573,57050701.67496605
06111000200,47031,36674252.455169484
06111000302,58507,103000905.38705297
06111000303,80066,157201291.56234697
06111000304,62452,245050951.4878835
06111000400,66315,23397362.921628583
06111000500,45909,56693118.50407885
06111000600,34608,15627722.951561794
06111000701,44583,49161835.53367023
06111000702,67721,36755288.29186723
06111000800,74275,9923457.46990512
06111000901,74511,136911338.21749616
06111000902,74464,97139298.04787463
06111000903,71215,121575759.27790761
06111001001,72917,93813061.22448981
06111001002,65781,145389353.3873486
06111001101,73219,27306183.79357175
06111001102,74604,273887409.0224591
06111001201,66481,5015421.513105016
06111001202,97279,96278445.69063479
06111001204,73984,21513807.15255772
06111001206,66818,245507940.61400023
06111001301,90035,66633229.18302676
06111001302,44654,27249034.654151388
06111001401,89229,27420661.671640135
06111001402,8e4,38184135.40155764
06111001502,61221,15709537.051579345
06111001503,58791,46273075.82154636
06111001506,75574,2916e4
06111001507,68182,123081826.66457258
06111001601,51875,137181766.24384475
06111001602,68846,46621085.91014495
06111001700,120313,96004258.64506057
06111001800,102193,20241794.144547816
06111001900,74868,85503467.63241284
06111002000,117917,157155563.60344046
06111002102,48750,61925896.84130782
06111002200,51325,23710091.3701832
06111002300,50916,20318446.799271993
06111002400,39367,27210968.48698737
06111002500,82500,19397464.916251697
06111002600,77800,52719075.39656877
06111002700,63977,25036487.467780236
06111002800,68608,27153919.1249157
06111002901,105e3,103309614.6561839
06111002905,88158,209607027.28171393
06111003010,60789,19682303.009026155
06111003011,45250,46347539.65687679
06111003012,26934,16837427.592132375
06111003013,68288,25722470.78279026
06111003100,101370,31353191.858907435
06111003201,55027,40649345.07256954
06111003300,74141,33703494.97879731
06111003605,85913,69127346.9387755
06111003608,76161,61334129.950758025
06111003609,81384,145609334.72528893
06111003612,82118,81679839.98669636
06111003700,61620,88257172.79034747
06111003801,51913,5701789.15568038
06111003802,65670,52736732.291830264
06111003900,55054,16312759.859942168
06111004000,57543,20061686.052420065
06111004101,70293,30360434.955331154
06111004200,82540,31074694.431869626
06111004304,60595,19974650.64069992
06111004305,49850,19499337.958814133
06111004400,64271,22494693.877551023
06111004503,52031,38357126.78190334
06111004504,59279,12551836.734693876
06111004505,59333,26913704.0492974
06111004506,41933,3592695.5589841185
06111004600,46681,13593453.497288458
06111004704,58813,28009510.62905923
06111004710,48490,39663196.01629696
06111004711,62344,123446283.38614756
06111004715,58281,34512946.4805388
06111004716,75625,42009310.33527037
06111004717,65938,59154333.01613991
06111004901,93413,22052872.756164487
06111004902,46953,8429403.27602295
06111005002,42829,13732768.913812695
06111005003,52604,35036324.12856496
06111005004,83036,57658403.37764802
06111005100,90667,209994454.59668702
06111005202,94091,74294968.08048707
06111005203,96250,100158117.16447556
06111005204,145694,423233696.6583826
06111005205,114167,210646843.61748317
06111005303,113302,52674946.092515774
06111005304,59955,59782507.92213672
06111005305,195395,269658325.03395194
06111005306,116136,39220333.884572394
06111005401,115220,15762589.406971479
06111005403,42500,20263680.121211
06111005404,103796,94154874.400643
06111005502,69559,12929379.80986872
06111005503,76860,66098382.68308681
06111005504,97973,86574823.21855856
06111005600,77766,69887567.1880341
06111005700,85250,41061217.468426935
06111005801,136921,89875010.3934738
06111005802,142009,115709583.24479632
06111005901,134024,110269149.76764813
06111005906,119132,169110656.40561342
06111005907,77974,40587355.99264604
06111005908,100114,99550657.88379633
06111005909,92404,65025350.837483026
06111005910,136893,97115333.74599274
06111005911,106494,76746120.60125092
06111006000,102598,18273675.963821474
06111006100,94715,30959584.26104711
06111006200,135817,377351290.1765505
06111006301,99439,38139071.51633854
06111006302,105789,74788324.57201985
06111006400,104250,116876472.31640504
06111006500,77250,69958733.19721733
06111006600,109119,33795315.63825168
06111006700,106458,327137040.12342834
06111006800,90194,49529080.108276896
06111006900,54716,13804951.543315377
06111007000,7e4,75811690.2098096
06111007100,45287,25759481.527332526
06111007201,128750,55844956.716955684
06111007202,139306,217746353.4150645
06111007300,173611,1425900237.0635896
06111007402,129254,54051546.45651833
06111007403,121071,69775808.05794476
06111007405,133917,135054069.71480307
06111007406,165625,66048968.87501039
06111007505,82847,64643555.02997939
06111007506,136216,134292169.88017482
06111007507,159333,320029262.1095518
06111007508,88385,27701504.605463732
06111007509,123151,137381199.7302316
06111007510,171653,191246200.97744846
06111007511,163125,466218664.27693754
06111007512,109338,257617135.46622813
06111007513,101563,104226101.38487265
06111007514,88007,40093146.22000905
06111007606,137917,823672553.2838757
06111007607,146985,403777875.2967914
06111007609,132841,210911613.8986151
06111007610,109673,32590564.019179422
06111007611,64826,16029192.634953482
06111007612,66109,33661158.341109194
06111007613,128958,107793623.85787271
06111007614,95417,60281772.710895136
06111007700,74309,41726102.30873699
06111007800,54099,55192705.536718994
06111007901,80313,48346871.88773201
06111007903,123932,27951629.789081775
06111007904,91765,70836014.07969256
06111008001,89286,31673973.44813887
06111008002,79653,11174693.87755102
06111008004,96116,22030040.74241738
06111008005,77986,100158117.16447556
06111008101,91833,134743405.91827494
06111008201,81318,63446793.35926313
06111008202,93151,38711846.71242874
06111008302,68953,15627722.951561794
06111008303,60912,45761729.474044025
06111008304,89844,69989244.00181077
06111008305,155694,382493725.66772294
06111008306,73797,8156319.324470394
06111008401,65903,86959876.57172422
06111008402,104236,53321068.356722504
06111008500,110542,113730231.24324425
06111008600,48355,7731442.244620801
06111008700,45547,15013858.33464214
06111008800,87072,47975623.28507681
06111008900,70491,22812963.294869784
